customer_message,support_response,intent
@VerizonSupport VAES089970,It looks like a line got damaged. We have crews working on it. Thank you for your patience. We will get it fixed ASAP.,mobile_phone_issue
@VerizonSupport no wifi. Have restarted etc and nothing. Is connecting to my wifi but no internet.,Any red lights on the router? Are your other services working?,internet_wifi_issue
@VerizonSupport If Access to https://t.co/FGziyL2j5C was included with a Center Ice subscription. This is included on the DirecTV Center Ice subscription.,According to our website it does not.,tv_fios_content
@VerizonSupport Match the Spectrum price and we'd be back in a heartbeat!,What are they offering?,billing_charges
@VerizonSupport yes the globe had a red light,Are your other services affected?,equipment_router
"@VerizonSupport $179, no contract, and top package with all premium channels.",We have many different bundles fit for your liking. Use this link to check them out. https://t.co/GKIJXlUJn6,equipment_router
@VerizonSupport I only have Internet.,On the back of the router is the WAN light on?,internet_wifi_issue
Is verizon just ignoring me? @VerizonSupport,We' here for you! Are you having an issue with Fios or Wireless (mobile) service?,complaint_escalation
massively dissatisfied with your Customer Service. Called to see what time technician would arrive for 'guaranteed appointment',We don't want to disappoint you. Was this for an installation?,installation_availability
@VerizonSupport https://t.co/9Z9JYUKwWw,Thank you. Do you have access to your battery backup unit?,internet_wifi_issue
@VerizonSupport Can you DM. It's another issue in need help with. Thanks,Sure. Follow and DM us.,billing_charges
"@VerizonSupport No. It was for a service call one of st least 7 I've had since switching, not counting all the times I've had to call due to issues.",We can help with this! Please follow and DM so we can continue.,mobile_phone_issue
@VerizonSupport Thanks for the help. Hopefully I can find the right price.,We're here if you ever need us Dylan!,billing_charges
@VerizonSupport I know you say that each time Same topic since March NO resolution! Waiting for a call now already a little late!,Please come back into chat. https://t.co/MLj0JKJWd0,mobile_phone_issue
Called and cust serv said to keep equip and pay bill. Seriously!! is the worst!!!,We're here for help! What issue are you having with Verizon service?,billing_charges
"@VerizonSupport No, just when I'm charged $70 for tiling and games I want to watch- never on yes channel though",Do you have this experience with these channels on all tvs?,billing_charges
"@VerizonSupport not sure.... how can i check? thanks, again!",You should be able to see the network that you're connected to when you click on the wireless icon in the task bar.,tv_fios_content
"@VerizonSupport major VA wide outage, cannot get NBALEAGUE PASS, need fixed ASAP!","Let's look at this with you, Mitchell. Are you getting an error when you tune to that channel?",internet_wifi_issue
"called just for a quote. Alex was extremely rude, talked over me constantly and very pushy. Lost a potential customer",We do apologize for your bad experience. We would love a chance to retain your business. Please follow and DM us.,mobile_phone_issue
"@VerizonSupport Not sure about ppv, but yes on espn",Thank you. Please follow and DM us so we can work on this further.,billing_charges
"@VerizonSupport I'm experiencing intermittent wireless data outages with full 4G signal -- my office may have extenders, what should I do?",We will let know you need help.,mobile_phone_issue
Is it true verizon stores will have pixel 2 out to see in person tomorrow? Via https://t.co/x5NYb1m5g4,Let me partner you with our Verizon Wireless team . They should respond as quickly as possible.,mobile_phone_issue
@VerizonSupport like they said they would...and now my 60 days are close to being over and still no final bill from @TMobileHelp,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,billing_charges
"@VerizonSupport Currently heading to lunch and the gym, will be back at around 5:15. Thanks for the help so far.",We'll be right here for you Patrick! No problem.,tv_fios_content
@VerizonSupport Not from the info I received from cust serv. I'd say this is cramming!!,What issue are you having?,internet_wifi_issue
@VerizonSupport can you pleeeesse stop adding money to my bill😁😁 it’s an extra $48 than it should be 😤,What's going on with your bill?,billing_charges
*a positive experience via phone call with the rep #woof,Awesome!,mobile_phone_issue
@VerizonSupport 1/3 inquired about transferring buss serv to new address. never committed to serv but was sent equip. tried to return.,Hey Kim. We would like to help get to the bottom of this. Can you please call the business office at 1-800-837-4966?,equipment_router
@VerizonSupport Who should i speak to,Our Business Team is the ones that you would need to speak with. The automated prompts should guide you there.,complaint_escalation
@VerizonSupport what's going on? Not getting my emails has been and on off issue over the last few weeks,Thanks for the tweet! We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,internet_wifi_issue
We don't have Chiller anymore? In the month of halloween? fix this.,"We apologize for the inconvenience, Leah. We no longer carry that channel.",equipment_router
"Really disappointed w/ the amount of hidden fees in bill. Not w/ the fees, more just the misleading advertisement. #FoolMeOnce",We do not want you to feel this way. You can find an explanation of any fees at the link. https://t.co/79Dp1hOMtA,billing_charges
"@VerizonSupport will there be an upgrade program for the Pixel 2 for current Pixel users, even if it's a little extra?",Good question! We'll refer this to our teammates so that they can provide some insight since we work Fios/DSL accounts.,plan_product_upgrade
"@VerizonSupport if you advertise that at 3pm we can pre-order the Pixel 2 on the My Verizon app, it might be helpful if that actually worked",We will let know you need help.,account_login
"@VerizonSupport Like I said, I understand the fees. Disappointed w/ the misleading advertisements similar to the business practices of a used care salesman",You shouldn't have had any surprises. An estimated monthly bill should have been included in your order confirmation email.,billing_charges
"@VerizonSupport Again, not surprised — just disappointed in misleading w/ actual cost. Why not include ALL Verizon fees in cost advertised?",Are there any fees/taxes that you have questions regarding? We would like to help if necessary and clear up any remaining issues.,billing_charges
@VerizonSupport I just want to return the equip I didn't order and NOT be charged. #cramming,That would all need to be setup through our Business team at 1-800-837-4966.,billing_charges
