customer_message,support_response
@VerizonSupport You owe me a $250 Verizon gift card for signing up for FIOS. One was sent but I didn’t get it. I need old one voided and new one sent.,"@167723 We can help with this, Zack.  Can you please follow and DM us? ^BCW"
@VerizonSupport Did a hard reset and it is loading now,"@167717 OK, let us know. 
^ACM"
"@115722 Makes perfect sense, maybe give this a read at some point https://t.co/wvjPS2noYX https://t.co/Gh2w1p7RM4",@442939 Hey Dave.  There are some great deals that you might still qualify for.  They can be found in your account when you're signed in. ^BCW
@115725 @VerizonSupport you just sent out an annual notice but the link takes me to an empty page.,@167720 That's odd.  Have your tried the link in a different web browser?  ^CAR
More than 50% of internet runs on chrome. If your logon page does not work well with Chrome password management it is a shit @115722,@167721 Are you having an issue logging in? We would like to help. ^KMG
@VerizonSupport Only in IE.,@167720 Thanks for the feedback.  ^CAR
@115725 just had me waiting 2weeks for a phone I ordered next day...great reception TRASH service https://t.co/PUqBYROtTS,@167719 Let me partner you with our Verizon Wireless team @115990.  They should respond as quickly as possible.  ^CAR
"So @115722 is still down. Latest restoration time estimate has been moved from 7AM today to 5AM tomorrow. If that time holds true, it'll have been about 40 hours without TV or internet. Oh and @115725 wireless data has only been working intermittently as well. Yay!",@167718 Oh no! Do you have the ticket number? ^KMG
@VerizonSupport My damn 13 year old son could have answered my damn question!! Fios and your wireless people who work from you must not be educated,"@163688 What happened?  We are here to help.
^ACM"
@VerizonSupport is your service down for Internet in New York?,@167716 What's going on with your service?  ^CAR
@115955 you are the worst service switch backed to you for lower bill less than 24 hrs ago and I’m ready to go back to @115722!,"@167713 We would love to have you back!
^ACM"
@VerizonSupport up and running. Thanks.,@167717 Great!  ^CAR
@VerizonSupport VAES089970,@167718 It looks like a line got damaged. We have crews working on it. Thank you for your patience. We will get it fixed ASAP. ^KMG
@VerizonSupport no wifi. Have restarted etc and nothing. Is connecting to my wifi but no internet.,"@167716 Any red lights on the router?  Are your other services working?
^ACM"
@VerizonSupport If Access to https://t.co/FGziyL2j5C was included with a Center Ice subscription. This is included on the DirecTV Center Ice subscription.,@162284 According to our website it does not. ^DDD
@VerizonSupport Match the Spectrum price and we'd be back in a heartbeat!,@167713 What are they offering? ^KMG
@VerizonSupport yes the globe had a red light,"@167716 Are your other services affected?
^ACM"
"@VerizonSupport $179, no contract, and top package with all premium channels.","@167713 We have many different bundles fit for your liking. Use this link to check them out. ^DDG
https://t.co/GKIJXlUJn6"
@VerizonSupport I only have Internet.,"@167716 On the back of the router is the WAN light on?
^ACM"
Is verizon just ignoring me? @VerizonSupport,@167715 We' here for you! Are you having an issue with Fios or Wireless (mobile) service? ^DDD
@115722 massively dissatisfied with your Customer Service. Called to see what time technician would arrive for 'guaranteed appointment',@167714 We don't want to disappoint you. Was this for an installation? ^DDD
@VerizonSupport https://t.co/9Z9JYUKwWw,@167716 Thank you. Do you have access to your battery backup unit? ^DDD
@VerizonSupport Can you DM. It's another issue in need help with. Thanks,@167715 Sure. Follow and DM us. ^KMG
"@VerizonSupport No. It was for a service call one of st least 7 I've had since switching, not counting all the times I've had to call due to issues.",@167714 We can help with this! Please follow and DM so we can continue. ^DDG
@VerizonSupport Thanks for the help. Hopefully I can find the right price.,@167713 We're here if you ever need us Dylan! ^DDG
@VerizonSupport I know you say that each time Same topic since March NO resolution! Waiting for a call now already a little late!,"@163680 Please come back into chat. https://t.co/MLj0JKJWd0
^ACM"
Called and cust serv said to keep equip and pay bill.  Seriously!!  @115725 is the worst!!!,@167706 We're here for help! What issue are you having with Verizon service? ^DDD
"@VerizonSupport No, just when I'm charged $70 for tiling and games I want to watch- never on yes channel though",@160158 Do you have this experience with these channels on all tvs? ^DDG
"@VerizonSupport not sure.... how can i check? thanks, again!",@166671 You should be able to see the network that you're connected to when you click on the wireless icon in the task bar. ^BCW
"@115722 @VerizonSupport @11493 major VA wide outage, cannot get NBALEAGUE PASS, need fixed ASAP!","@167711 Let's look at this with you, Mitchell.  Are you getting an error when you tune to that channel? ^BCW"
"called @115722 just for a quote. Alex was extremely rude, talked over me constantly and very pushy. Lost a potential customer","@167712 We do apologize for your bad experience.  We would love a chance to retain your business.  Please follow and DM us. 
^CAR"
"@VerizonSupport Not sure about ppv, but yes on espn",@160158 Thank you. Please follow and DM us so we can work on this further. ^DDD
"@VerizonSupport I'm experiencing intermittent wireless data outages with full 4G signal -- my office may have extenders, what should I do?",@167710 We will let @115990 know you need help. ^KMG
@115725 Is it true verizon stores will have pixel 2 out to see in person tomorrow? Via https://t.co/x5NYb1m5g4  @128511,"@167709 Let me partner you with our Verizon Wireless team @115990.  They should respond as quickly as possible.  
^CAR"
@VerizonSupport like they said they would...and now my 60 days are close to being over and still no final bill from @TMobileHelp,@160342 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
"@VerizonSupport Currently heading to lunch and the gym, will be back at around 5:15. Thanks for the help so far.",@166671 We'll be right here for you Patrick! No problem. ^DDG
@VerizonSupport Not from the info I received from cust serv.  I'd say this is cramming!!,@167706 What issue are you having? ^DDD
@VerizonSupport can you pleeeesse stop adding money to my bill😁😁 it’s an extra $48 than it should be 😤,@167708 What's going on with your bill?  ^CAR
@115725 *a positive experience via phone call with the @119511 rep #woof,"@167707 Awesome!
^CAR"
@VerizonSupport 1/3 inquired about transferring buss serv to new address. never committed to serv but was sent equip. tried to return.,@167706 Hey Kim.  We would like to help get to the bottom of this.  Can you please call the business office at 1-800-837-4966? ^BCW
@VerizonSupport Who should i speak to,@167706 Our Business Team is the ones that you would need to speak with.  The automated prompts should guide you there. ^BCW
@VerizonSupport @125607 @133941 what's going on? Not getting my emails has been and on off issue over the last few weeks,@167705 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD
We don't have Chiller anymore? In the month of halloween? @115722 fix this.,"@167704 We apologize for the inconvenience, Leah.  We no longer carry that channel. ^BCW"
"Really disappointed w/ the amount of hidden fees in @115722 bill. Not w/ the fees, more just the misleading advertisement. #FoolMeOnce",@167702 We do not want you to feel this way. You can find an explanation of any fees at the link. https://t.co/79Dp1hOMtA ^KMG
"@VerizonSupport will there be an upgrade program for the Pixel 2 for current Pixel users, even if it's a little extra?","@605159 Good question! We'll refer this to our teammates @115990 so that they can provide some insight since we work Fios/DSL accounts. 
^HSB"
"@VerizonSupport if you advertise that at 3pm we can pre-order the Pixel 2 on the My Verizon app, it might be helpful if that actually worked",@272286 We will let @115990 know you need help. ^KMG
"@VerizonSupport Like I said, I understand the fees. Disappointed w/ the misleading advertisements similar to the business practices of a used care salesman",@167702 You shouldn't have had any surprises.  An estimated monthly bill should have been included in your order confirmation email. ^BCW
"@VerizonSupport Again, not surprised — just disappointed in @115722 misleading w/ actual cost. Why not include ALL Verizon fees in cost advertised?","@167702 Are there any fees/taxes that you have questions regarding? We would like to help if necessary and clear up any remaining issues. 
^HSB"
